1,0,22,21,1046
1,1,5,46,1045
1,2,18,47,1010
1,3,23,82,1001
1,4,1,18,972
1,5,29,61,1007
1,6,29,90,1000
1,7,2,71,1031
1,8,6,40,958
1,9,9,82,965
1,10,25,79,989
1,11,23,79,1041
1,12,27,89,1032
1,13,26,69,1013
1,14,24,34,1033
1,15,29,16,1035
1,16,1,71,1017
1,17,2,5,1009
1,18,6,68,1022
1,19,7,90,1018
1,20,17,94,956
1,21,26,42,996
1,22,14,13,1043
1,23,29,14,977
2,0,6,4,965
2,1,23,83,1034
2,2,15,36,961
2,3,11,35,983
2,4,5,98,965
2,5,3,19,959
2,6,2,36,1045
2,7,28,94,981
2,8,12,24,999
2,9,14,69,1032
2,10,9,72,1049
2,11,10,52,987
2,12,3,41,1040
2,13,9,21,957
2,14,14,57,980
2,15,28,29,1034
2,16,9,45,974
2,17,21,54,972
2,18,24,25,1041
2,19,24,46,1042
2,20,16,1,955
2,21,14,1,956
2,22,7,48,1022
2,23,28,46,1025
3,0,10,38,1046
3,1,3,36,1015
3,2,23,25,977
3,3,2,68,992
3,4,21,97,1042
3,5,28,93,1032
3,6,15,36,971
3,7,5,45,1014
3,8,18,31,997
3,9,6,4,1027
3,10,28,20,983
3,11,2,95,964
3,12,21,23,951
3,13,29,95,1000
3,14,9,83,1008
3,15,3,48,992
3,16,14,34,1030
3,17,7,79,993
3,18,12,2,1024
3,19,12,27,988
3,20,11,55,962
3,21,2,18,1048
3,22,18,89,959
3,23,4,69,1047
4,0,8,78,1030
4,1,19,36,1033
4,2,29,55,1022
4,3,16,7,989
4,4,13,96,1004
4,5,26,50,1014
4,6,6,25,956
4,7,15,58,960
4,8,0,61,993
4,9,12,53,976
4,10,29,71,998
4,11,18,99,1008
4,12,24,96,953
4,13,19,44,961
4,14,19,69,978
4,15,16,68,989
4,16,26,30,1045
4,17,29,20,1022
4,18,20,39,997
4,19,9,57,977
4,20,14,33,1001
4,21,18,73,981
4,22,3,16,957
4,23,15,76,1006
5,0,26,61,955
5,1,24,70,1030
5,2,28,98,981
5,3,17,59,1009
5,4,24,52,1047
5,5,0,9,1021
5,6,22,72,1046
5,7,27,94,1042
5,8,23,81,984
5,9,28,83,1018
5,10,12,64,988
5,11,9,89,1020
5,12,21,83,1049
5,13,23,53,961
5,14,13,71,1013
5,15,8,17,983
5,16,28,8,986
5,17,17,42,1040
5,18,7,5,985
5,19,13,15,958
5,20,3,44,992
5,21,16,72,953
5,22,21,36,1016
5,23,4,26,973
6,0,26,4,1008
6,1,3,97,951
6,2,20,61,972
6,3,7,77,1035
6,4,21,74,1049
6,5,1,57,1013
6,6,29,20,962
6,7,2,38,992
6,8,2,84,973
6,9,26,26,1025
6,10,8,82,1049
6,11,21,2,1049
6,12,24,59,966
6,13,2,11,990
6,14,9,54,988
6,15,13,74,1004
6,16,18,58,988
6,17,7,39,990
6,18,3,2,1048
6,19,5,84,950
6,20,6,28,1000
6,21,9,7,1029
6,22,13,48,1037
6,23,2,31,968
7,0,29,37,1022
7,1,29,7,1020
7,2,18,39,1009
7,3,4,94,993
7,4,10,1,989
7,5,26,5,981
7,6,22,7,1045
7,7,17,93,1020
7,8,29,46,986
7,9,7,10,1012
7,10,2,48,962
7,11,2,81,999
7,12,17,93,1026
7,13,1,23,1042
7,14,16,28,1035
7,15,15,32,958
7,16,18,3,1037
7,17,10,69,995
7,18,27,14,1011
7,19,1,88,1016
7,20,9,38,1042
7,21,0,63,989
7,22,17,45,1045
7,23,13,87,1006
8,0,17,12,965
8,1,20,79,993
8,2,25,48,957
8,3,4,54,971
8,4,2,56,957
8,5,20,36,1003
8,6,23,30,953
8,7,28,10,972
8,8,9,89,971
8,9,21,41,995
8,10,17,72,993
8,11,8,51,969
8,12,10,81,1005
8,13,24,10,1047
8,14,1,77,970
8,15,4,19,958
8,16,7,58,974
8,17,7,44,1041
8,18,22,33,1045
8,19,28,44,1038
8,20,1,53,1042
8,21,6,24,967
8,22,5,90,964
8,23,12,33,1042
9,0,2,58,1017
9,1,19,66,959
9,2,9,39,991
9,3,22,54,988
9,4,11,79,1027
9,5,19,91,966
9,6,1,12,1013
9,7,12,12,967
9,8,2,31,956
9,9,11,23,986
9,10,26,44,1009
9,11,1,36,966
9,12,27,96,1039
9,13,20,57,964
9,14,6,30,962
9,15,18,96,975
9,16,23,72,1024
9,17,28,49,1030
9,18,13,52,960
9,19,17,66,960
9,20,20,56,1021
9,21,23,56,1033
9,22,4,1,1030
9,23,23,83,987
10,0,5,45,1031
10,1,27,0,1010
10,2,1,99,1005
10,3,19,64,1024
10,4,25,75,1025
10,5,14,99,1005
10,6,29,3,969
10,7,17,67,951
10,8,22,69,1026
10,9,27,81,966
10,10,9,57,969
10,11,22,16,999
10,12,22,5,1047
10,13,4,65,952
10,14,23,80,963
10,15,7,30,1048
10,16,12,71,1003
10,17,3,54,1033
10,18,28,52,1037
10,19,2,75,957
10,20,23,36,975
10,21,21,68,992
10,22,15,80,1033
10,23,16,60,1037
11,0,9,87,982
11,1,7,14,984
11,2,24,62,974
11,3,24,34,1037
11,4,26,82,1005
11,5,6,4,951
11,6,28,79,1012
11,7,18,42,1003
11,8,0,81,1048
11,9,18,91,1036
11,10,6,63,1018
11,11,19,95,1013
11,12,11,86,1016
11,13,5,65,1044
11,14,2,56,1049
11,15,25,50,976
11,16,2,33,965
11,17,25,61,1002
11,18,26,3,1004
11,19,0,30,994
11,20,23,84,972
11,21,13,96,1017
11,22,1,52,1016
11,23,17,81,981
12,0,9,64,981
12,1,2,52,968
12,2,7,81,991
12,3,19,54,996
12,4,7,53,952
12,5,6,44,1043
12,6,9,99,988
12,7,8,50,1025
12,8,10,56,1002
12,9,1,56,1045
12,10,0,2,1033
12,11,14,42,956
12,12,21,20,1041
12,13,28,47,1003
12,14,14,25,980
12,15,2,56,995
12,16,29,53,1049
12,17,26,94,1022
12,18,18,5,1040
12,19,6,23,983
12,20,29,80,956
12,21,14,97,984
12,22,1,14,1019
12,23,25,94,998
13,0,11,3,1002
13,1,19,82,960
13,2,7,14,1003
13,3,12,63,1026
13,4,10,36,1007
13,5,7,62,975
13,6,16,48,990
13,7,21,5,1043
13,8,6,39,1031
13,9,16,80,965
13,10,1,94,963
13,11,27,78,977
13,12,22,41,1022
13,13,7,54,991
13,14,19,57,975
13,15,11,37,979
13,16,0,33,1026
13,17,11,73,983
13,18,0,75,950
13,19,17,39,1021
13,20,8,93,1022
13,21,2,91,1001
13,22,6,67,1040
13,23,22,90,1043
14,0,6,91,1037
14,1,18,42,954
14,2,29,60,1021
14,3,16,9,973
14,4,12,78,1041
14,5,26,82,1002
14,6,28,7,1027
14,7,22,50,1022
14,8,8,24,1005
14,9,12,9,1023
14,10,29,45,1030
14,11,19,17,976
14,12,23,29,961
14,13,0,95,960
14,14,15,67,1038
14,15,15,50,1031
14,16,18,87,1028
14,17,2,6,1023
14,18,9,18,1028
14,19,25,93,1043
14,20,0,75,1041
14,21,8,67,1045
14,22,29,50,1002
14,23,9,95,1049
15,0,17,36,987
15,1,29,81,951
15,2,11,61,976
15,3,5,92,999
15,4,3,57,991
15,5,13,87,991
15,6,12,97,1009
15,7,29,18,1048
15,8,9,43,970
15,9,27,69,1043
15,10,26,74,968
15,11,10,6,1044
15,12,7,59,984
15,13,17,59,1047
15,14,12,18,993
15,15,15,42,990
15,16,1,65,1003
15,17,5,13,1027
15,18,26,95,1002
15,19,21,46,1037
15,20,11,87,1008
15,21,3,16,1024
15,22,7,10,1004
15,23,4,29,950
16,0,13,20,960
16,1,18,68,976
16,2,14,5,955
16,3,12,53,965
16,4,4,48,976
16,5,17,79,1006
16,6,2,52,958
16,7,5,94,955
16,8,8,87,1034
16,9,16,93,990
16,10,9,4,975
16,11,0,51,959
16,12,25,94,1010
16,13,6,32,1040
16,14,11,98,1003
16,15,10,98,1002
16,16,25,68,1031
16,17,27,2,960
16,18,5,89,958
16,19,28,35,982
16,20,22,34,1033
16,21,12,99,1003
16,22,14,48,1027
16,23,22,23,1049
17,0,1,5,962
17,1,14,18,1011
17,2,26,12,1018
17,3,14,84,978
17,4,29,53,966
17,5,28,41,1020
17,6,16,4,1049
17,7,21,45,989
17,8,8,33,1006
17,9,27,70,970
17,10,3,25,1032
17,11,28,46,999
17,12,24,4,1044
17,13,24,50,1018
17,14,2,78,1004
17,15,27,77,1006
17,16,27,23,1041
17,17,27,96,1023
17,18,3,24,968
17,19,24,3,1017
17,20,22,8,1026
17,21,5,69,999
17,22,17,38,964
17,23,12,98,1019
18,0,23,33,1037
18,1,10,32,984
18,2,24,30,953
18,3,13,69,1024
18,4,8,14,1049
18,5,21,94,1023
18,6,26,10,1035
18,7,11,63,1014
18,8,0,41,1001
18,9,25,48,988
18,10,20,9,964
18,11,12,57,958
18,12,29,88,1044
18,13,21,64,1043
18,14,16,89,1048
18,15,7,59,1045
18,16,2,25,989
18,17,25,56,994
18,18,9,48,1016
18,19,6,99,953
18,20,21,78,961
18,21,28,85,957
18,22,0,24,1038
18,23,20,75,976
19,0,4,7,1047
19,1,11,6,1000
19,2,27,13,1014
19,3,17,8,1033
19,4,22,68,1049
19,5,15,12,1020
19,6,3,70,1013
19,7,8,85,1040
19,8,2,33,1037
19,9,0,53,1008
19,10,11,56,1001
19,11,14,93,985
19,12,9,62,1047
19,13,13,40,970
19,14,22,1,1044
19,15,8,97,1038
19,16,26,65,988
19,17,16,90,956
19,18,5,98,972
19,19,16,17,996
19,20,0,30,992
19,21,5,90,1047
19,22,29,37,1034
19,23,10,69,1048
20,0,7,25,1019
20,1,17,18,954
20,2,18,25,989
20,3,12,22,988
20,4,25,64,994
20,5,20,29,953
20,6,14,2,963
20,7,8,54,1021
20,8,26,58,959
20,9,18,0,999
20,10,23,35,996
20,11,0,40,998
20,12,15,1,1000
20,13,18,3,1040
20,14,28,40,957
20,15,20,71,1024
20,16,2,83,998
20,17,28,44,955
20,18,14,15,989
20,19,25,74,1041
20,20,11,92,952
20,21,24,39,981
20,22,13,19,1001
20,23,16,0,1035
21,0,24,78,999
21,1,6,5,987
21,2,9,82,1000
21,3,21,14,989
21,4,28,51,1013
21,5,9,10,953
21,6,10,76,964
21,7,21,44,1030
21,8,24,31,974
21,9,8,51,1005
21,10,20,36,1010
21,11,27,91,1047
21,12,3,21,968
21,13,2,4,1026
21,14,24,90,1020
21,15,12,82,1032
21,16,24,81,1003
21,17,18,62,1017
21,18,22,48,967
21,19,18,69,979
21,20,10,34,1005
21,21,21,60,994
21,22,9,86,964
21,23,29,34,1022
22,0,7,55,1023
22,1,26,16,1022
22,2,23,73,1003
22,3,25,14,1028
22,4,17,48,1001
22,5,19,33,952
22,6,27,31,1040
22,7,12,89,977
22,8,19,51,1013
22,9,6,26,951
22,10,16,93,1045
22,11,14,33,1037
22,12,29,7,1028
22,13,29,65,1015
22,14,0,11,1016
22,15,11,69,1023
22,16,17,54,1049
22,17,22,30,1019
22,18,1,28,980
22,19,23,64,957
22,20,24,12,970
22,21,25,4,968
22,22,21,49,1011
22,23,8,40,995
23,0,20,8,1039
23,1,29,86,984
23,2,4,47,1032
23,3,25,99,1009
23,4,25,79,985
23,5,22,74,992
23,6,4,40,1013
23,7,18,34,968
23,8,28,29,1044
23,9,16,99,1016
23,10,20,81,1005
23,11,22,57,1028
23,12,0,40,1036
23,13,14,64,957
23,14,0,13,959
23,15,1,89,1001
23,16,13,89,1017
23,17,2,44,1022
23,18,9,54,1044
23,19,5,30,1034
23,20,21,65,1023
23,21,17,13,1001
23,22,6,81,969
23,23,4,52,1021
24,0,13,27,1000
24,1,25,49,1024
24,2,17,70,954
24,3,16,11,1043
24,4,9,3,1007
24,5,27,30,1041
24,6,9,16,992
24,7,19,74,966
24,8,16,75,1037
24,9,3,87,987
24,10,7,97,980
24,11,25,84,999
24,12,11,28,982
24,13,22,39,998
24,14,23,88,983
24,15,17,72,958
24,16,21,81,993
24,17,6,67,1027
24,18,25,1,991
24,19,16,55,1048
24,20,8,30,1022
24,21,15,58,997
24,22,6,52,1005
24,23,9,61,1041
25,0,7,77,1035
25,1,12,41,962
25,2,16,23,1049
25,3,13,95,1021
25,4,5,65,1001
25,5,15,84,1000
25,6,21,0,978
25,7,12,71,997
25,8,18,93,1005
25,9,17,92,994
25,10,4,61,1044
25,11,18,59,1022
25,12,2,59,1033
25,13,8,48,1039
25,14,14,1,1003
25,15,27,13,960
25,16,8,74,1038
25,17,3,38,1044
25,18,28,85,978
25,19,21,62,978
25,20,4,62,1010
25,21,1,56,979
25,22,15,91,950
25,23,19,22,1015
26,0,24,41,1006
26,1,11,62,1042
26,2,3,50,957
26,3,28,28,966
26,4,21,43,998
26,5,1,47,1039
26,6,26,79,952
26,7,1,33,987
26,8,25,39,1017
26,9,6,82,1023
26,10,10,52,997
26,11,7,56,1019
26,12,26,16,965
26,13,17,86,961
26,14,29,95,1049
26,15,3,54,957
26,16,15,6,1016
26,17,27,16,1017
26,18,19,66,989
26,19,5,0,964
26,20,27,21,1032
26,21,1,99,992
26,22,2,75,951
26,23,28,1,985
27,0,18,95,990
27,1,10,45,1034
27,2,19,86,1039
27,3,18,9,967
27,4,29,53,1007
27,5,27,92,1027
27,6,14,34,1011
27,7,7,41,1006
27,8,8,69,1043
27,9,0,39,980
27,10,23,79,1038
27,11,4,13,989
27,12,21,94,1049
27,13,3,21,993
27,14,26,20,1004
27,15,21,15,1020
27,16,23,94,1008
27,17,20,19,1002
27,18,14,99,1024
27,19,25,60,1014
27,20,16,62,1046
27,21,11,91,952
27,22,23,44,994
27,23,2,24,966
28,0,10,32,996
28,1,25,74,988
28,2,2,20,960
28,3,29,4,1015
28,4,16,44,973
28,5,12,75,987
28,6,20,72,1004
28,7,16,30,1015
28,8,29,93,991
28,9,26,99,978
28,10,3,28,972
28,11,5,31,984
28,12,19,57,976
28,13,12,98,1026
28,14,11,37,1008
28,15,1,95,965
28,16,15,64,1046
28,17,23,25,987
28,18,20,37,1013
28,19,16,36,997
28,20,27,31,1005
28,21,7,99,1015
28,22,23,43,1015
28,23,9,3,1007
29,0,8,87,978
29,1,24,55,964
29,2,27,29,1008
29,3,11,43,1046
29,4,18,50,988
29,5,19,1,959
29,6,21,11,1028
29,7,25,98,1005
29,8,7,89,977
29,9,22,40,954
29,10,13,59,1009
29,11,1,62,1044
29,12,26,12,987
29,13,28,12,966
29,14,29,33,978
29,15,14,19,966
29,16,5,93,981
29,17,3,47,1020
29,18,8,23,1004
29,19,10,43,1035
29,20,6,57,988
29,21,18,32,1035
29,22,15,88,1049
29,23,11,2,1020
30,0,29,76,1014
30,1,3,26,994
30,2,25,55,985
30,3,6,94,1024
30,4,10,37,999
30,5,5,57,997
30,6,3,93,1000
30,7,5,52,956
30,8,17,33,989
30,9,5,50,1032
30,10,3,40,952
30,11,3,74,980
30,12,1,14,953
30,13,20,2,1025
30,14,3,51,1029
30,15,28,86,990
30,16,29,75,1042
30,17,21,56,958
30,18,6,76,1014
30,19,17,90,997
30,20,17,55,960
30,21,4,13,1048
30,22,14,71,1021
30,23,13,97,1006
